Item(s),transaction_id,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32
1,3313,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3314,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3315,organic sausage,citrus fruit,whole milk,whipped/sour cream,hard cheese,rolls/buns,pastry,bottled beer,long life bakery product,detergent,napkins,house keeping products,candles,,,,,,,,,,,,,,,,,,,
1,3316,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3317,organic sausage,pip fruit,root vegetables,other vegetables,pastry,salty snack,dishes,,,,,,,,,,,,,,,,,,,,,,,,,
7,3318,tropical fruit,pip fruit,other vegetables,whole milk,ice cream,pastry,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,
1,3319,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3320,frankfurter,root vegetables,packaged fruit/vegetables,soda,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3321,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3322,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3323,citrus fruit,tropical fruit,pip fruit,yogurt,pastry,margarine,cat food,pet care,bottled water,chocolate,specialty bar,dental care,napkins,,,,,,,,,,,,,,,,,,,
2,3324,liquor,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3325,brown bread,bottled water,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3326,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3327,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3328,processed cheese,rolls/buns,detergent,dish cleaner,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3329,chicken,tropical fruit,pip fruit,other vegetables,whole milk,whipped/sour cream,frozen vegetables,coffee,,,,,,,,,,,,,,,,,,,,,,,,
6,3330,tropical fruit,other vegetables,rolls/buns,white bread,bottled beer,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3331,whole milk,pickled vegetables,bottled water,fruit/vegetable juice,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3332,citrus fruit,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3333,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3334,sausage,finished products,beef,citrus fruit,onions,other vegetables,whole milk,dessert,frozen dessert,brown bread,canned vegetables,canned fruit,soda,,,,,,,,,,,,,,,,,,,
4,3335,sausage,other vegetables,semi-finished bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3336,pip fruit,rolls/buns,bottled water,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3337,other vegetables,misc. beverages,fruit/vegetable juice,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3338,sausage,other vegetables,spread cheese,rolls/buns,soda,salty snack,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,
3,3339,tropical fruit,whole milk,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3340,pastry,sugar,coffee,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3341,coffee,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3342,ham,meat,whole milk,dessert,butter milk,whipped/sour cream,sliced cheese,rolls/buns,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,
1,3343,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3344,sausage,pork,tropical fruit,other vegetables,yogurt,bottled beer,red/blush wine,dishes,,,,,,,,,,,,,,,,,,,,,,,,
4,3345,frozen chicken,fruit/vegetable juice,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3346,frankfurter,sausage,ham,hard cheese,processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3347,bottled water,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3348,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3349,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3350,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3351,berries,root vegetables,packaged fruit/vegetables,whipped/sour cream,UHT-milk,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3352,dessert,fruit/vegetable juice,nut snack,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3353,pip fruit,sweet spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3354,pork,packaged fruit/vegetables,whole milk,white bread,liquor,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3355,frankfurter,root vegetables,butter milk,rolls/buns,semi-finished bread,ready soups,bottled water,misc. beverages,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
4,3356,bottled water,misc. beverages,liquor,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3357,tropical fruit,other vegetables,whipped/sour cream,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3358,pip fruit,white bread,coffee,soda,fruit/vegetable juice,bottled beer,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,
6,3359,tropical fruit,UHT-milk,pastry,chocolate,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3360,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3361,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3362,spread cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3363,pork,tropical fruit,herbs,whole milk,ice cream,chocolate marshmallow,candy,toilet cleaner,dental care,,,,,,,,,,,,,,,,,,,,,,,
2,3364,canned beer,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3365,pork,bottled water,rum,white wine,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3366,beverages,frozen vegetables,coffee,soda,fruit/vegetable juice,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3367,sausage,beef,tropical fruit,onions,frozen vegetables,domestic eggs,white bread,semi-finished bread,sugar,baking powder,canned fish,coffee,seasonal products,,,,,,,,,,,,,,,,,,,
3,3368,tropical fruit,yogurt,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3369,UHT-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3370,soda,salty snack,specialty bar,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3371,ham,hamburger meat,whole milk,yogurt,domestic eggs,white bread,Instant food products,chocolate,,,,,,,,,,,,,,,,,,,,,,,,
2,3372,white wine,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3373,UHT-milk,pastry,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3374,sausage,pip fruit,whole milk,sliced cheese,frozen vegetables,frozen meals,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
2,3375,whisky,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3376,misc. beverages,bottled beer,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3377,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3378,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3379,margarine,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3380,other vegetables,yogurt,soft cheese,domestic eggs,brown bread,roll products,cat food,coffee,bottled water,canned beer,specialty chocolate,specialty bar,detergent,softener,napkins,shopping bags,,,,,,,,,,,,,,,,
9,3381,chicken,root vegetables,whole milk,butter milk,rolls/buns,soda,dish cleaner,baby cosmetics,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,
4,3382,other vegetables,coffee,bottled water,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3383,sausage,pork,other vegetables,rolls/buns,pickled vegetables,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
3,3384,pastry,chocolate,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3385,processed cheese,ketchup,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3386,rolls/buns,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3387,chicken,whipped/sour cream,ice cream,frozen potato products,soda,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
4,3388,berries,soda,long life bakery product,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3389,frankfurter,chicken,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,yogurt,domestic eggs,rolls/buns,pastry,oil,bottled water,soda,canned beer,shopping bags,,,,,,,,,,,,,,,,
2,3390,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3391,pip fruit,berries,whole milk,yogurt,hard cheese,frozen vegetables,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,
1,3392,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3393,soda,fruit/vegetable juice,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3394,yogurt,ice cream,soda,long life bakery product,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3395,pork,root vegetables,other vegetables,dessert,condensed milk,hard cheese,specialty cheese,frozen vegetables,ice cream,pickled vegetables,canned fish,cat food,salty snack,nut snack,waffles,seasonal products,,,,,,,,,,,,,,,,
1,3396,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3397,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3398,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3399,beef,bottled beer,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3400,rolls/buns,pickled vegetables,coffee,bottled water,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3401,frankfurter,tropical fruit,domestic eggs,rolls/buns,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3402,sausage,hamburger meat,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3403,whole milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3404,pork,whole milk,dessert,frozen vegetables,bottled water,cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3405,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3406,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3407,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3408,citrus fruit,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3409,meat,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3410,sausage,tropical fruit,berries,whole milk,butter,rolls/buns,roll products,vinegar,sugar,jam,candles,,,,,,,,,,,,,,,,,,,,,
5,3411,berries,rolls/buns,pastry,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3412,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3413,chicken,citrus fruit,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3414,whole milk,dessert,yogurt,whipped/sour cream,specialty cheese,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3415,rolls/buns,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3416,hamburger meat,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3417,citrus fruit,other vegetables,butter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3418,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3419,beef,other vegetables,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3420,yogurt,brown bread,margarine,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3421,meat,whole milk,specialty cheese,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3422,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3423,other vegetables,rolls/buns,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3424,tidbits,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3425,potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3426,waffles,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3427,tropical fruit,other vegetables,skin care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3428,whole milk,whipped/sour cream,fruit/vegetable juice,canned beer,salty snack,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3429,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3430,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3431,meat,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3432,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3433,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3434,frankfurter,whole milk,frozen vegetables,frozen fish,cling film/bags,house keeping products,flower (seeds),shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
2,3435,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3436,pip fruit,whole milk,butter,cream cheese,domestic eggs,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3437,rolls/buns,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3438,onions,mayonnaise,rolls/buns,mustard,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3439,whole milk,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3440,pastry,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3441,ham,chicken,citrus fruit,tropical fruit,yogurt,whipped/sour cream,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,
7,3442,root vegetables,whole milk,soda,detergent,softener,dish cleaner,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,
1,3443,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3444,bottled beer,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3445,dessert,frozen meals,frozen dessert,white bread,brown bread,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
2,3446,beverages,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3447,chicken,pork,frozen vegetables,frozen meals,rolls/buns,soda,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,
5,3448,whole milk,cream cheese,brown bread,misc. beverages,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3449,hard cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3450,pork,other vegetables,butter milk,yogurt,pasta,soda,waffles,photo/film,,,,,,,,,,,,,,,,,,,,,,,,
1,3451,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3452,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3453,citrus fruit,whole milk,yogurt,sliced cheese,brown bread,margarine,dog food,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
4,3454,soda,bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3455,frankfurter,berries,whipped/sour cream,domestic eggs,rolls/buns,cooking chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3456,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3457,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3458,sugar,waffles,cleaner,kitchen towels,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3459,other vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3460,newspapers,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3461,nuts/prunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3462,yogurt,whipped/sour cream,frozen vegetables,salt,pasta,baking powder,soda,misc. beverages,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,
1,3463,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3464,chicken,brown bread,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3465,other vegetables,whole milk,butter milk,yogurt,cream cheese,domestic eggs,rolls/buns,brown bread,soda,fruit/vegetable juice,canned beer,red/blush wine,long life bakery product,chocolate,shopping bags,,,,,,,,,,,,,,,,,
2,3466,fruit/vegetable juice,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3467,hamburger meat,whole milk,yogurt,soft cheese,frozen potato products,pasta,canned vegetables,fruit/vegetable juice,popcorn,,,,,,,,,,,,,,,,,,,,,,,
5,3468,hamburger meat,whole milk,mayonnaise,pastry,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3469,sausage,tropical fruit,whole milk,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3470,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3471,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3472,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3473,UHT-milk,brandy,liquor (appetizer),specialty bar,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3474,citrus fruit,tropical fruit,herbs,other vegetables,whole milk,whipped/sour cream,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,
6,3475,sausage,whole milk,condensed milk,canned fish,soda,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3476,condensed milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3477,frozen meals,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3478,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3479,beef,berries,dessert,bottled water,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3480,pip fruit,brown bread,misc. beverages,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3481,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3482,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3483,mayonnaise,rice,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3484,sausage,butter milk,pet care,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3485,pip fruit,yogurt,frozen vegetables,domestic eggs,white bread,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3486,whole milk,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3487,tropical fruit,frozen meals,frozen fish,salty snack,long life bakery product,chocolate,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
2,3488,pip fruit,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3489,ham,root vegetables,whole milk,curd,yogurt,frozen meals,domestic eggs,white bread,roll products,flour,pasta,sugar,meat spreads,chewing gum,,,,,,,,,,,,,,,,,,
3,3490,pip fruit,whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3491,cereals,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3492,sausage,tropical fruit,nuts/prunes,other vegetables,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3493,dessert,UHT-milk,cream cheese,domestic eggs,brown bread,coffee,bottled water,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
9,3494,tropical fruit,nuts/prunes,root vegetables,whole milk,yogurt,rolls/buns,waffles,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,
1,3495,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3496,canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3497,sausage,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3498,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3499,pip fruit,berries,root vegetables,yogurt,soft cheese,hard cheese,frozen meals,frozen fish,frozen dessert,white bread,pastry,pasta,cereals,soda,long life bakery product,cake bar,detergent,,,,,,,,,,,,,,,
14,3500,sausage,turkey,hamburger meat,grapes,other vegetables,whole milk,curd,dessert,yogurt,soft cheese,frozen vegetables,coffee,long life bakery product,chocolate marshmallow,,,,,,,,,,,,,,,,,,
2,3501,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3502,beef,citrus fruit,tropical fruit,root vegetables,other vegetables,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3503,whipped/sour cream,dog food,soda,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3504,root vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3505,hamburger meat,packaged fruit/vegetables,whole milk,curd,yogurt,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3506,meat,beef,citrus fruit,pip fruit,canned beer,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
15,3507,tropical fruit,nuts/prunes,whole milk,cream cheese,domestic eggs,rolls/buns,white bread,flour,margarine,cat food,bottled water,bottled beer,softener,hygiene articles,napkins,,,,,,,,,,,,,,,,,
6,3508,sausage,pip fruit,whole milk,butter,yogurt,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3509,sausage,hamburger meat,chocolate,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3510,yogurt,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3511,white bread,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3512,sausage,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3513,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3514,pip fruit,other vegetables,frozen vegetables,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3515,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3516,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3517,curd,meat spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3518,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3519,curd,UHT-milk,spread cheese,pasta,Instant food products,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
2,3520,brown bread,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3521,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3522,chocolate,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3523,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3524,cooking chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3525,butter,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3526,pork,other vegetables,whole milk,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3527,sausage,soft cheese,mayonnaise,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3528,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3529,tropical fruit,berries,rolls/buns,pastry,margarine,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
3,3530,bottled water,fruit/vegetable juice,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3531,citrus fruit,whole milk,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3532,root vegetables,whipped/sour cream,frozen vegetables,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3533,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3534,rolls/buns,bottled water,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3535,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3536,dog food,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3537,other vegetables,white bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3538,hamburger meat,dessert,sliced cheese,pickled vegetables,toilet cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3539,berries,butter milk,yogurt,pastry,bathroom cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3540,sausage,whole milk,pastry,salty snack,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3541,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3542,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3543,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3544,tidbits,rolls/buns,coffee,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3545,whole milk,frozen vegetables,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3546,citrus fruit,root vegetables,whole milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3547,tropical fruit,grapes,whole milk,pastry,dog food,soda,waffles,specialty bar,cleaner,shopping bags,,,,,,,,,,,,,,,,,,,,,,
6,3548,chicken,tropical fruit,brown bread,pickled vegetables,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3549,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3550,other vegetables,whole milk,whipped/sour cream,jam,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3551,butter,brown bread,bottled beer,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3552,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3553,bottled beer,liquor,red/blush wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3554,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3555,pork,pip fruit,onions,other vegetables,whole milk,dessert,yogurt,whisky,,,,,,,,,,,,,,,,,,,,,,,,
6,3556,whole milk,curd,yogurt,chocolate marshmallow,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3557,sausage,chicken,pork,beef,citrus fruit,tropical fruit,whole milk,processed cheese,frozen meals,domestic eggs,brown bread,semi-finished bread,soda,chocolate,,,,,,,,,,,,,,,,,,
1,3558,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3559,root vegetables,herbs,other vegetables,whole milk,rolls/buns,roll products,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
2,3560,frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
